City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
4513583,Hamilton,US,39.1834,-84.5333,48.18,90,75,1.01
2122389,Ossora,RU,59.2353,163.0719,23.25,96,100,3.38
2017155,Saskylakh,RU,71.9167,114.0833,-4.68,99,100,6.58
3831208,Qaanaaq,GL,77.484,-69.3632,22.24,93,100,7.7
64814,Bandarbeyla,SO,9.4942,50.8122,82.08,56,32,10.96
6111862,Port Hardy,CA,50.6996,-127.4199,46.24,91,100,1.61
4031574,Provideniya,RU,64.3833,-173.3,14.45,87,100,5.21
2075265,Busselton,AU,-33.65,115.3333,57.04,56,93,12.91
3355672,Lüderitz,NA,-26.6481,15.1594,67.77,64,87,10.18
537893,Kuzino,RU,57.0224,59.4412,33.04,95,100,14.67
3457455,Matinhos,BR,-25.8175,-48.5428,73.65,97,100,4.12
3597078,El Estor,GT,15.5333,-89.35,75.02,95,92,2.08
1244926,Hambantota,LK,6.1241,81.1185,88.14,74,75,3.44
2163355,Hobart,AU,-42.8794,147.3294,49.24,89,90,8.05
1495626,Pangody,RU,65.85,74.4859,17.26,85,100,20.24
1635815,Maumere,ID,-8.6199,122.2111,83.75,74,90,1.97
3381538,Grand-Santi,GF,4.25,-54.3833,70.95,97,85,1.7
964420,Port Elizabeth,ZA,-33.918,25.5701,79.34,53,100,6.35
2643044,Margate,GB,51.3813,1.3862,59.2,75,51,4.0
3514675,Villa Guerrero,MX,18.8667,-99.65,55.78,90,62,3.91
2271968,Aljezur,PT,37.3191,-8.8033,69.26,55,0,4.92
986717,Kruisfontein,ZA,-34.0033,24.7314,83.84,34,100,8.12
5848280,Kapaa,US,22.0752,-159.319,72.23,97,75,8.05
3393115,Paracuru,BR,-3.41,-39.0306,80.11,67,15,14.2
1625908,Sungai Raya,ID,0.7,108.9,81.28,80,99,5.88
1529484,Kumul,CN,42.8,93.45,57.83,25,56,4.03
5855927,Hilo,US,19.7297,-155.09,69.01,76,40,4.61
1490042,Tashtagol,RU,52.7657,87.8894,34.2,57,81,1.41
3899695,Ancud,CL,-41.8697,-73.8203,47.73,96,36,3.24
5826027,Gillette,US,44.2911,-105.5022,34.52,60,1,8.99
546105,Nikolskoye,RU,59.7035,30.7861,46.15,83,97,3.51
6201424,Mataura,NZ,-46.1927,168.8643,54.41,82,94,2.53
6096551,Pangnirtung,CA,66.1451,-65.7125,27.57,89,100,2.3
777019,Vardø,NO,70.3705,31.1107,33.78,60,20,20.71
6089245,Norman Wells,CA,65.282,-126.8329,23.18,96,100,4.88
2686469,Örnsköldsvik,SE,63.2909,18.7153,32.95,100,0,2.3
2012530,Zhigansk,RU,66.7697,123.3711,20.75,86,100,14.97
2017215,Sangar,RU,63.9242,127.4739,24.55,88,100,10.29
1488414,Urengoy,RU,65.9667,78.3667,12.88,91,100,11.97
2194098,Ahipara,NZ,-35.1667,173.1667,59.22,94,39,4.65
3395458,Maragogi,BR,-9.0122,-35.2225,78.69,76,17,9.51
2142316,Yeppoon,AU,-23.1333,150.7333,74.98,81,0,10.45
2629833,Husavik,IS,66.0449,-17.3389,36.48,88,97,6.11
686090,Asău,RO,46.4333,26.4,58.64,40,13,3.51
57000,Hobyo,SO,5.3505,48.5268,83.59,62,25,9.51
2640729,Oxford,GB,51.7522,-1.256,57.74,83,75,1.01
3883457,Lebu,CL,-37.6167,-73.65,49.5,94,13,12.41
2012956,Yerbogachën,RU,61.2767,108.0108,21.13,66,92,15.88
4032243,Vaini,TO,-21.2,-175.2,73.56,88,20,8.05
1819729,Hong Kong,HK,22.2855,114.1577,78.87,76,22,1.99
1267390,Kavaratti,IN,10.5669,72.642,80.2,78,100,5.35
2264557,Ponta do Sol,PT,32.6667,-17.1,72.41,58,18,1.68
2074865,Carnarvon,AU,-24.8667,113.6333,69.87,60,0,24.16
286245,Sur,OM,22.5667,59.5289,84.99,44,0,11.97
1489822,Tegul'det,RU,57.3064,88.1667,31.87,63,100,5.7
2155415,New Norfolk,AU,-42.7826,147.0587,48.78,82,100,3.71
3379316,Lethem,GY,3.3803,-59.7968,74.57,86,99,6.02
2110227,Butaritari,KI,3.0707,172.7902,81.3,73,100,4.99
3369157,Cape Town,ZA,-33.9258,18.4232,73.51,42,25,3.0
5746545,Portland,US,45.5234,-122.6762,54.79,92,90,1.99
2109701,Auki,SB,-8.7676,160.7034,78.39,85,13,4.81
6355222,Yulara,AU,-25.2406,130.9889,89.44,12,30,12.66
5122534,Jamestown,US,42.097,-79.2353,38.84,97,1,1.99
3418910,Upernavik,GL,72.7868,-56.1549,19.09,68,32,5.21
934322,Mahébourg,MU,-20.4081,57.7,80.26,62,3,8.21
488847,Starodubskoye,RU,44.5631,44.0153,55.04,43,0,7.85
779330,Kautokeino,NO,69.0125,23.0412,24.87,95,100,22.1
2121025,Srednekolymsk,RU,67.45,153.6833,-8.52,98,23,2.37
2035836,Manzhouli,CN,49.6,117.4333,41.05,48,6,3.91
4336153,Opelousas,US,30.5335,-92.0815,58.64,82,1,5.75
287832,Ibrā’,OM,22.6906,58.5334,87.46,26,0,7.52
2176639,Batemans Bay,AU,-35.7167,150.1833,67.08,76,71,3.4
1622318,Waingapu,ID,-9.6567,120.2641,84.65,67,25,7.67
1254832,Tawang Town,IN,27.5833,91.8667,52.88,39,0,4.83
2090021,Namatanai,PG,-3.6667,152.4333,81.79,78,97,7.34
3421719,Narsaq,GL,60.9167,-46.05,26.82,70,52,3.76
1642726,Jatibarang,ID,-6.4747,108.3153,84.79,66,100,9.15
4726521,San Patricio,US,28.017,-97.5169,59.77,33,0,10.4
3105522,Bereda,ES,43.2686,-7.5406,58.64,66,63,5.39
3437443,Pozo Colorado,PY,-23.4923,-58.7972,71.94,70,2,4.25
281133,Gaza,PS,31.5,34.4667,83.3,38,9,5.75
1024312,Mocuba,MZ,-16.8392,36.9856,89.51,32,60,7.11
933734,Gweta,BW,-20.1833,25.2333,86.61,33,41,12.12
3374083,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,12.66
5880054,Barrow,US,71.2906,-156.7887,24.82,80,90,5.75
6255012,Flinders,AU,-34.5833,150.8552,71.69,67,86,3.0
5367788,Lompoc,US,34.6391,-120.4579,58.5,77,1,5.75
1006984,East London,ZA,-33.0153,27.9116,75.79,64,100,24.45
2522325,Agüimes,ES,27.9054,-15.4461,70.14,61,75,20.71
1282256,Hithadhoo,MV,-0.6,73.0833,82.08,75,96,17.96
3374210,São Filipe,CV,14.8961,-24.4956,79.21,74,39,10.07
3393692,Itarema,BR,-2.9248,-39.9167,81.7,69,13,17.6
4440397,Pascagoula,US,30.3658,-88.5561,65.39,90,1,4.61
3443061,Chui,UY,-33.6971,-53.4616,65.28,84,3,4.81
2641434,Northam,GB,51.0333,-4.2167,59.9,82,100,28.12
5882953,Aklavik,CA,68.2191,-135.0107,27.32,97,90,5.68
3373652,Oistins,BB,13.0667,-59.5333,80.69,74,20,12.66
3623008,Los Chiles,CR,11.0333,-84.7167,69.96,97,87,2.1
2084442,Vanimo,PG,-2.6741,141.3028,79.79,84,84,3.94
4174301,Sumter,US,28.7086,-82.0831,69.33,87,98,6.71
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,43.57,79,100,14.79
966380,Pampierstad,ZA,-27.7832,24.6877,73.44,58,100,19.6
4033356,Tiarei,PF,-17.5333,-149.3333,77.02,80,31,9.4
3466980,Caravelas,BR,-17.7125,-39.2481,76.98,74,27,10.04
964432,Port Alfred,ZA,-33.5906,26.891,79.86,58,100,18.54
2027296,Aykhal,RU,66.0,111.5,8.94,93,100,21.41
3466704,Castro,BR,-24.7911,-50.0119,61.66,96,100,6.53
2171099,Codrington,AU,-38.2667,141.9667,54.55,97,99,12.21
1855540,Naze,JP,28.3667,129.4833,66.78,59,0,11.95
4034496,Fare,PF,-16.7,-151.0167,79.32,79,67,10.6
252854,Tinos,GR,37.5375,25.1634,66.18,68,20,26.46
5780557,Riverton,US,40.5219,-111.9391,44.92,76,90,1.01
1831125,Kampong Thom,KH,12.7111,104.8887,80.92,86,86,2.35
4589446,North Myrtle Beach,US,33.816,-78.68,48.2,93,1,0.0
2439812,Say,NE,13.1007,2.3689,93.27,32,94,5.12
463355,Zheleznodorozhnyy,RU,55.7503,38.0042,48.92,92,100,9.8
4036284,Alofi,NU,-19.0595,-169.9187,76.69,73,43,16.73
1259385,Port Blair,IN,11.6667,92.75,83.37,74,88,10.83
4787534,Sterling,US,39.0062,-77.4286,47.25,95,1,3.44
3465329,Coruripe,BR,-10.1256,-36.1756,78.76,73,9,7.56
2446267,Dakoro,NE,14.5106,6.765,94.15,10,27,9.4
4593724,Saint Andrews,US,34.0454,-81.1293,46.13,93,1,0.0
5557293,Sitka,US,57.0531,-135.33,37.29,87,40,6.91
5847411,Kahului,US,20.8947,-156.47,72.52,81,1,3.44
5924618,Cochrane,CA,51.1834,-114.4687,33.71,47,81,6.58
4686163,Dickinson,US,29.4608,-95.0513,59.97,71,1,3.0
3671387,Puerto Nariño,CO,-3.7703,-70.3831,73.35,100,100,2.15
527370,Mesyagutovo,RU,55.5303,58.2528,35.49,80,99,19.84
1795940,Chenghai,CN,23.4632,116.768,74.3,73,75,15.39
5924351,Clyde River,CA,70.4692,-68.5914,29.59,94,100,5.23
2773848,Köflach,AT,47.0667,15.0833,51.13,56,27,3.44
1083724,Ambanja,MG,-13.6833,48.45,86.4,55,68,11.72
1735106,George Town,MY,5.4112,100.3354,87.89,75,20,9.22
2100933,Ambunti,PG,-4.2365,142.8448,75.56,98,100,2.44
2134814,Sola,VU,-13.8833,167.55,81.39,76,84,10.07
3670218,San Andrés,CO,12.5847,-81.7006,82.42,83,20,4.61
3424901,Aasiaat,GL,68.7098,-52.8699,11.77,91,100,9.82
3841956,Paraná,AR,-31.732,-60.5238,72.19,56,98,10.33
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,27.21,92,100,5.35
5983720,Iqaluit,CA,63.7506,-68.5145,31.69,87,100,4.0
5464806,Deming,US,32.2687,-107.7586,40.89,36,1,4.61
1054463,Tsiroanomandidy,MG,-18.7667,46.0333,91.62,19,6,8.57
359792,Aswān,EG,24.0934,32.907,96.01,15,2,8.37
3932145,Pisco,PE,-13.7,-76.2167,55.45,88,32,1.14
3832791,Villa Carlos Paz,AR,-31.4241,-64.4978,59.22,57,71,2.51
6166142,Thunder Bay,CA,48.4001,-89.3168,49.24,83,100,4.0
5563397,Eureka,US,40.8021,-124.1637,52.45,94,17,3.91
3423146,Ilulissat,GL,69.2167,-51.1,12.22,57,20,3.44
3451138,Rio Grande,BR,-32.035,-52.0986,65.95,85,0,6.98
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.42,80,96,4.07
3855065,General Roca,AR,-39.0333,-67.5833,64.8,30,100,5.59
2190299,Hanmer Springs,NZ,-42.5167,172.8167,53.71,95,100,1.57
2079582,Alyangula,AU,-13.8483,136.4192,82.56,74,20,15.7
962367,Richards Bay,ZA,-28.783,32.0377,71.71,68,99,10.49
376332,Doka,SD,13.5167,35.7667,92.71,34,29,3.67
1632694,Pangkalanbuun,ID,-2.6833,111.6167,79.07,93,100,2.84
3692020,Saquena,PE,-4.6667,-73.5167,71.13,99,99,0.89
2022572,Khatanga,RU,71.9667,102.5,-3.03,98,100,2.91
2027042,Batagay-Alyta,RU,67.8006,130.4114,3.58,97,100,3.22
2377457,Nouadhibou,MR,20.931,-17.0347,69.19,72,26,13.18
3372707,Ribeira Grande,PT,38.5167,-28.7,66.6,77,75,9.22
1692685,Puerto Princesa City,PH,9.7392,118.7353,78.96,85,100,3.8
2181625,Te Anau,NZ,-45.4167,167.7167,49.89,94,22,1.07
316634,Dinar,TR,38.065,30.1656,64.36,33,0,4.25
3421982,Maniitsoq,GL,65.4167,-52.9,30.65,47,73,5.03
331259,Mēga,ET,4.05,38.3,71.04,54,80,13.56
1645528,Denpasar,ID,-8.65,115.2167,83.71,83,40,12.66
1637001,Biak,ID,-0.9131,122.8766,79.75,79,98,3.2
766027,Łomża,PL,53.1781,22.0593,55.83,75,100,8.77
2015852,Svetlaya,RU,46.5389,138.3297,43.97,63,66,9.26
3159954,Brønnøysund,NO,65.4625,12.1997,49.98,81,75,6.91
1627035,Simpang,ID,-1.2667,104.0833,78.85,88,100,0.69
2013952,Ust'-Ilimsk,RU,58.0006,102.6619,26.42,61,98,6.55
1529376,Korla,CN,41.7597,86.1469,57.83,28,34,4.0
1067565,Beloha,MG,-25.1667,45.05,71.89,46,86,18.5
2098329,Daru,PG,-9.0763,143.2092,80.47,83,98,13.94
2312895,Mbandaka,CD,0.0487,18.2603,85.1,59,90,1.83
305742,Kulu,TR,39.0951,33.0799,58.98,34,3,5.32
3096525,Kartuzy,PL,54.3342,18.1974,55.38,78,75,12.66
2092164,Lorengau,PG,-2.0226,147.2712,82.4,77,100,5.88
567183,Danilov,RU,58.1908,40.1717,39.4,96,100,2.75
6176226,Warman,CA,52.3168,-106.5679,37.29,64,1,8.28
779622,Havøysund,NO,70.9963,24.6622,30.43,85,100,36.01
1263997,Mahabalipuram,IN,12.6264,80.1722,84.25,71,100,16.91
474795,Verkhniy Uslon,RU,55.7701,48.9823,44.82,71,100,13.13
1254046,Tura,IN,25.5198,90.2201,78.22,76,8,3.89
2122614,Okha,RU,53.5739,142.9478,37.87,87,100,7.36
3984997,San Quintín,MX,30.4833,-115.95,63.19,70,0,1.59
3939168,Huarmey,PE,-10.0681,-78.1522,62.13,91,15,5.41
3512067,Baní,DO,18.2833,-70.3333,77.86,80,17,3.36
5954718,Flin Flon,CA,54.7682,-101.865,41.65,87,100,3.6
3140301,Sandnessjøen,NO,66.0217,12.6316,48.63,88,40,10.0
4160812,Key West,US,24.5557,-81.7826,82.94,79,20,14.97
2020838,Lensk,RU,60.7253,114.9278,24.01,68,100,14.65
261814,Koutsouras,GR,35.0339,25.9469,73.11,60,52,11.12
610298,Beyneu,KZ,45.3167,55.2,48.67,27,1,8.05
1807308,Huangpi,CN,30.8845,114.3779,73.11,51,29,6.64
5911745,Burns Lake,CA,54.2331,-125.7533,30.61,95,26,4.54
2070998,Geraldton,AU,-28.7667,114.6,66.61,52,0,16.11
2127202,Anadyr,RU,64.75,177.4833,-7.17,93,75,8.79
5392171,San Jose,US,37.3394,-121.895,57.54,90,1,0.0
2013465,Verkhoyansk,RU,67.5447,133.385,9.63,98,100,1.92
2013032,Yekaterinoslavka,RU,50.3734,129.1139,38.7,65,20,6.93
780687,Berlevåg,NO,70.8578,29.0864,28.35,64,0,16.11
160592,Chanika,TZ,-5.4167,38.0167,90.72,27,46,10.0
2123814,Leningradskiy,RU,69.3833,178.4167,8.35,91,100,15.1
371745,Kutum,SD,14.2,24.6667,85.48,13,7,5.3
2173125,Burnie,AU,-41.0667,145.9167,57.94,81,97,7.61
2514301,Mahon,ES,39.8885,4.2658,66.76,68,40,4.61
3416888,Grindavik,IS,63.8424,-22.4338,39.67,87,0,17.27
3428068,San Vicente,AR,-26.6167,-54.1333,65.59,82,44,2.75
364103,Wad Medani,SD,14.4012,33.5199,98.24,23,9,6.64
1521315,Līsakovsk,KZ,52.5369,62.4936,43.77,40,92,21.83
677870,Frumuşiţa,RO,45.6667,28.0667,58.55,45,31,4.34
3513563,Kralendijk,BQ,12.15,-68.2667,80.58,83,20,8.05
529368,Marfino,RU,55.7028,37.3822,49.21,86,90,13.42
2122090,Pevek,RU,69.7008,170.3133,6.51,92,100,4.72
1631637,Pemangkat,ID,1.1667,108.9667,82.15,76,94,6.71
1685422,Sulangan,PH,11.1373,123.7228,83.46,74,76,11.18
1513157,Namangan,UZ,40.9983,71.6726,61.25,41,100,2.3
5044290,Saint Anthony,US,45.0205,-93.218,45.82,94,90,1.99
3979819,Zacualpan,MX,21.25,-105.1667,74.71,81,7,6.4
2123979,Kuril'sk,RU,45.2333,147.8833,51.91,93,92,5.64
2902768,Hof,DE,50.3167,11.9167,50.68,86,13,10.0
2063042,Port Hedland,AU,-20.3167,118.5667,82.45,51,4,13.8
933995,Souillac,MU,-20.5167,57.5167,80.37,61,17,5.46
3691954,Sechura,PE,-5.5569,-80.8222,64.15,81,62,7.72
2112309,Katsuura,JP,35.1333,140.3,65.46,70,0,18.25
866062,Iskateley,RU,67.6803,53.1512,22.93,70,34,13.96
2126123,Chokurdakh,RU,70.6333,147.9167,-7.71,95,48,3.96
934479,Grand Gaube,MU,-20.0064,57.6608,80.38,63,17,8.99
1061335,Mananjary,MG,-21.2167,48.3333,71.44,89,66,16.6
2729907,Longyearbyen,SJ,78.2186,15.6401,15.64,86,20,9.22
317241,Demirci,TR,39.0461,28.6589,62.19,28,0,2.95
3430443,Necochea,AR,-38.5473,-58.7368,68.04,63,83,11.34
2121385,Severo-Kuril'sk,RU,50.6789,156.125,42.33,89,55,4.38
3840092,Puerto Madryn,AR,-42.7692,-65.0385,61.97,49,23,14.76
86049,Jalu,LY,29.0331,21.5482,80.64,35,74,1.05
3461892,Guaraniaçu,BR,-25.1008,-52.8781,63.73,88,32,4.07
3386213,Touros,BR,-5.1989,-35.4608,77.9,65,87,17.56
3398480,Gurupá,BR,-1.405,-51.64,73.44,95,58,2.42
3628473,San Cristobal,VE,7.7669,-72.225,71.78,98,100,0.92
2127060,Arman',RU,59.7,150.1667,27.79,81,100,2.73
1862505,Hirara,JP,24.8,125.2833,75.56,62,32,17.67
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,68.41,79,96,10.02
4034551,Faanui,PF,-16.4833,-151.75,78.94,82,42,7.4
2170260,Corowa,AU,-36.0333,146.3833,69.98,89,77,6.04
1150965,Ranong,TH,9.9658,98.6348,84.18,76,100,7.54
1493162,Salym,RU,60.0625,71.4789,32.13,96,100,11.7
2136150,Luganville,VU,-15.5333,167.1667,78.89,81,15,1.5
1726449,Basco,PH,20.4487,121.9702,79.88,69,96,23.2
2181133,Pareora,NZ,-44.4871,171.2132,56.17,97,93,3.85
3382160,Cayenne,GF,4.9333,-52.3333,77.09,91,0,0.0
3397763,Jacareacanga,BR,-6.2222,-57.7528,71.96,99,42,0.51
2156643,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,16.11
2276492,Harper,LR,4.375,-7.7169,82.71,73,45,3.69
935616,Le Port,RE,-20.9373,55.2919,82.71,77,7,12.64
1059051,Miandrivazo,MG,-19.5167,45.4667,95.81,24,1,4.72
3700393,Tubualá,PA,9.5167,-79.0333,75.31,88,100,7.14
129512,Kalāleh,IR,37.3807,55.4916,62.65,29,0,4.74
3466165,Cidreira,BR,-30.1811,-50.2056,68.85,90,6,12.44
4960771,Chesterville,US,44.5512,-70.0862,41.68,82,86,8.57
2509769,Vélez-Málaga,ES,36.7726,-4.1005,70.97,64,9,5.48
2160560,Lara,AU,-38.0167,144.4,57.78,95,100,0.0
2138555,Poum,NC,-20.2333,164.0167,75.45,82,14,9.46
1269507,Jaisalmer,IN,26.9147,70.9181,89.78,13,0,5.37
2122783,Katangli,RU,51.7102,143.2326,40.42,79,99,10.74
2630299,Hofn,IS,64.2539,-15.2082,42.85,90,100,14.43
107304,Buraidah,SA,26.326,43.975,95.45,9,99,19.62
1861280,Itoman,JP,26.1247,127.6694,74.73,56,75,13.8
713222,Arbuzynka,UA,47.9097,31.3196,56.14,54,53,9.78
3469601,Bocaiúva,BR,-17.1078,-43.815,69.37,70,15,10.42
2980080,Saint-François,FR,46.4154,3.9054,48.11,96,90,3.44
325302,Afyonkarahisar,TR,38.75,30.6667,57.83,31,0,5.37
2636276,Tamworth,GB,52.634,-1.6959,58.71,77,84,14.0
3671418,Puerto López,CO,4.0845,-72.956,71.01,96,95,3.24
2063036,Port Lincoln,AU,-34.7333,135.8667,54.81,87,28,28.99
5779548,Payson,US,40.0444,-111.7321,42.24,87,20,0.0
1855612,Nara,JP,34.6851,135.8049,62.06,45,0,5.39
3353871,Otjimbingwe,NA,-22.35,16.1333,91.27,27,10,14.18
5110077,Brentwood,US,40.7812,-73.2462,50.25,80,75,1.99
1504382,Kargasok,RU,59.0556,80.8572,32.74,82,100,13.6
3870282,Talcahuano,CL,-36.7167,-73.1167,49.68,93,75,5.75
5969025,Haines Junction,CA,60.7522,-137.5108,27.88,93,100,4.32
2160735,Lakes Entrance,AU,-37.8811,147.981,65.16,66,55,9.89
2138607,Pouébo,NC,-20.4,164.5667,75.94,81,62,5.79
2082539,Merauke,ID,-8.4667,140.3333,84.61,75,97,18.32
1510689,Baykit,RU,61.67,96.37,19.6,89,92,4.92
5762718,Belle Fourche,US,44.6714,-103.8522,44.06,38,6,22.75
5058868,Devils Lake,US,48.1128,-98.8651,36.27,88,1,1.99
2527087,Tiznit Province,MA,29.5833,-9.5,68.85,48,0,2.51
1052944,Angoche,MZ,-16.2325,39.9086,81.52,56,68,16.69
2852458,Potsdam,DE,52.3989,13.0657,56.07,82,32,7.85
3391889,Pitimbu,BR,-7.4706,-34.8086,79.39,64,18,13.42
932698,Hlotse,LS,-28.8718,28.045,59.04,78,100,5.7
5797693,Hoquiam,US,46.9809,-123.8893,52.65,68,90,10.36
3358666,Aranos,NA,-24.1333,19.1167,84.69,34,47,21.97
4034188,Moerai,PF,-22.4333,-151.3333,70.77,83,100,15.59
3670745,Riohacha,CO,11.5444,-72.9072,75.99,91,85,7.18
3694112,Paita,PE,-5.0892,-81.1144,64.0,84,55,9.37
3421765,Nanortalik,GL,60.1432,-45.2371,33.84,77,76,6.96
2120591,Tilichiki,RU,60.4667,166.1,-1.03,88,29,7.18
1714733,Dingle,PH,10.9995,122.6711,77.58,89,100,6.44
1529660,Aksu,CN,41.1231,80.2644,59.36,27,97,1.92
1855342,Nishihara,JP,26.1842,127.7558,72.91,59,40,9.22
3893726,Constitución,CL,-35.3333,-72.4167,53.85,62,0,7.45
1490256,Talnakh,RU,69.4865,88.3972,-8.97,99,100,6.49
6067747,Matagami,CA,49.7502,-77.6328,35.19,88,55,4.5
3379507,Bartica,GY,6.4,-58.6167,71.69,99,88,0.49
1895695,Kushima,JP,31.4583,131.2333,65.12,66,4,3.42
1295395,Syriam,MM,16.7722,96.2378,91.51,58,75,8.05
4031637,Lavrentiya,RU,65.5833,-171.0,13.57,74,100,7.05
6690296,Saint-Joseph,RE,-21.3667,55.6167,78.3,70,41,5.28
217562,Butembo,CD,0.15,29.2833,77.0,46,32,1.95
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,77.34,89,58,3.06
2112802,Hasaki,JP,35.7333,140.8333,63.0,57,9,23.29
70979,Sayyan,YE,15.1718,44.3244,67.26,17,2,9.44
1788852,Xining,CN,36.6167,101.7667,46.81,52,80,4.7
3146487,Raudeberg,NO,61.9875,5.1352,52.83,94,100,8.01
5282297,Bethel,US,41.3712,-73.414,44.4,89,75,0.0
159380,Igurusi,TZ,-8.85,33.85,88.29,26,22,7.94
3836669,San Rafael,AR,-34.6177,-68.3301,66.51,40,6,2.42
610091,Chingirlau,KZ,51.095,54.0814,44.26,44,100,19.89
2191562,Dunedin,NZ,-45.8742,170.5036,53.62,94,74,12.55
4705349,Laredo,US,27.5064,-99.5075,57.56,47,1,6.91
1259264,Pulivendla,IN,14.4167,78.2333,86.05,41,82,6.53
2038421,Bayan,CN,46.0833,127.4,43.66,50,0,1.39
1633419,Padang,ID,-0.9492,100.3543,86.05,78,100,1.99
3870243,Taltal,CL,-25.4,-70.4833,58.6,75,18,1.52
1491230,Sovetskiy,RU,61.3614,63.5842,32.77,97,100,8.52
1701054,Marawi,PH,7.9986,124.2928,73.65,96,99,2.89
2132606,Samarai,PG,-10.6167,150.6667,82.76,78,66,10.89
408689,Lárdos,GR,36.0942,28.0157,71.42,66,99,2.04
5666176,Miles City,US,46.4083,-105.8406,38.37,60,1,12.66
1492607,Severnoye,RU,56.3491,78.3619,36.5,51,98,15.95
2290836,Boundiali,CI,9.5217,-6.4869,82.74,63,32,5.39
2127419,Yūbari,JP,43.0378,141.9578,43.52,86,99,8.7
2034691,Songjianghe,CN,42.1859,127.479,36.61,65,0,2.01
2137773,Vao,NC,-22.6667,167.4833,71.53,75,93,14.5
1106643,Quatre Cocos,MU,-20.2078,57.7625,79.09,60,5,11.39
710400,Dzhuryn,UA,49.0329,25.5839,54.68,50,65,6.15
2055868,Yantal',RU,56.8471,105.2542,26.11,53,75,4.07
214614,Kamina,CD,-8.7386,24.9906,86.38,38,52,6.2
